tweet_id,created_at,date,hour,day_of_week,brand,username,user_display_name,text,cleaned_text,sentiment_score,sentiment_subjectivity,sentiment_category,retweet_count,reply_count,like_count,quote_count,engagement,user_followers,user_verified,language
1981750156794999281,2025-10-24 15:50:31+00:00,2025-10-24,15,Friday,Tesla,Elon67449,Tesla Foundation 🌌🚀,"You've been selected as one of the lucky winners on 𝕏 in our exclusive $1,000,000 giveaway! 🎉
Tesla Car X Model 🎉
Thank you for participating - your entry stood out among thousands!🍀
To claim your share of the prize, simply 
"" FOLLOW ME TO PROCEED"" ✅ 
Signed
ELON MUSK ★ 🚀 https://t.co/cxhn80xZJl","You've been selected as one of the lucky winners on 𝕏 in our exclusive $1,000,000 giveaway! 🎉 Tesla Car X Model 🎉 Thank you for participating - your entry stood out among thousands!🍀 To claim your share of the prize, simply "" FOLLOW ME TO PROCEED"" ✅ Signed ELON MUSK ★ 🚀",0.20833333333333331,0.5952380952380952,Positive,0,0,0,0,0,902,False,en
1981750149379682461,2025-10-24 15:50:29+00:00,2025-10-24,15,Friday,Tesla,ExplodingHands,Kablooey,"@Tesla_Dawg @bruhther_fred Owning ""A HW3 vehicle"" is not the same thing as a HW3 vehicle + owning fsd outright at an arbitrary price range","Owning ""A HW3 vehicle"" is not the same thing as a HW3 vehicle + owning fsd outright at an arbitrary price range",-0.05,0.3625,Neutral,0,0,0,0,0,99,False,en
1981750144417538193,2025-10-24 15:50:28+00:00,2025-10-24,15,Friday,Tesla,teslafansfans,TESLA CEO GIVE AWAY FANS,"@Adri95261562522 @elonmusknews30 CONGRATULATIONS!!!

This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.","CONGRATULATIONS!!! This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.",0.20727272727272728,0.5709090909090909,Positive,0,0,0,0,0,2,False,en
1981750135731155168,2025-10-24 15:50:26+00:00,2025-10-24,15,Friday,Tesla,Elon67449,Tesla Foundation 🌌🚀,"You've been selected as one of the lucky winners on 𝕏 in our exclusive $1,000,000 giveaway! 🎉
Tesla Car X Model 🎉
Thank you for participating - your entry stood out among thousands!🍀
To claim your share of the prize, simply 
"" FOLLOW ME TO PROCEED"" ✅ 
Signed
ELON MUSK ★ 🚀 https://t.co/V4vJfYOMSw","You've been selected as one of the lucky winners on 𝕏 in our exclusive $1,000,000 giveaway! 🎉 Tesla Car X Model 🎉 Thank you for participating - your entry stood out among thousands!🍀 To claim your share of the prize, simply "" FOLLOW ME TO PROCEED"" ✅ Signed ELON MUSK ★ 🚀",0.20833333333333331,0.5952380952380952,Positive,0,0,0,0,0,902,False,en
1981750124884705604,2025-10-24 15:50:23+00:00,2025-10-24,15,Friday,Tesla,teslafansfans,TESLA CEO GIVE AWAY FANS,"@Hoseasunday @elonmusknews30 CONGRATULATIONS!!!

This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.","CONGRATULATIONS!!! This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.",0.20727272727272728,0.5709090909090909,Positive,0,0,0,0,0,2,False,en
1981750119163728036,2025-10-24 15:50:22+00:00,2025-10-24,15,Friday,Tesla,ElectroSciPol,Indian,@RealDanODowd @Tesla @elonmusk AT NIGHT SCHOOL ARE OPEN ?,AT NIGHT SCHOOL ARE OPEN ?,0.0,0.5,Neutral,0,0,0,0,0,239,False,en
1981750113019007358,2025-10-24 15:50:20+00:00,2025-10-24,15,Friday,Tesla,Elon67449,Tesla Foundation 🌌🚀,"You've been selected as one of the lucky winners on 𝕏 in our exclusive $1,000,000 giveaway! 🎉
Tesla Car X Model 🎉
Thank you for participating - your entry stood out among thousands!🍀
To claim your share of the prize, simply 
"" FOLLOW ME TO PROCEED"" ✅ 
Signed
ELON MUSK ★ 🚀 https://t.co/xwPIu30kpe","You've been selected as one of the lucky winners on 𝕏 in our exclusive $1,000,000 giveaway! 🎉 Tesla Car X Model 🎉 Thank you for participating - your entry stood out among thousands!🍀 To claim your share of the prize, simply "" FOLLOW ME TO PROCEED"" ✅ Signed ELON MUSK ★ 🚀",0.20833333333333331,0.5952380952380952,Positive,0,0,0,0,0,902,False,en
1981750108208169406,2025-10-24 15:50:19+00:00,2025-10-24,15,Friday,Tesla,teslafansfans,TESLA CEO GIVE AWAY FANS,"@serra123484 @elonmusknews30 CONGRATULATIONS!!!

This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.","CONGRATULATIONS!!! This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.",0.20727272727272728,0.5709090909090909,Positive,0,0,0,0,0,2,False,en
1981750102982009149,2025-10-24 15:50:18+00:00,2025-10-24,15,Friday,Tesla,morphthedream,Dave Sheldon,"@grok @aracouncilbot @elonmusk @GeminiApp @xai @1500 @99 @95 @98 Now integrate Waymo hypothetical datasets with Tesla datasets for more arawillow nexus evolution , results?","Now integrate Waymo hypothetical datasets with Tesla datasets for more arawillow nexus evolution , results?",0.5,0.5,Positive,0,1,0,0,1,31,False,en
1981750092789936171,2025-10-24 15:50:15+00:00,2025-10-24,15,Friday,Tesla,Elon67449,Tesla Foundation 🌌🚀,"You've been selected as one of the lucky winners on 𝕏 in our exclusive $1,000,000 giveaway! 🎉
Tesla Car X Model 🎉
Thank you for participating - your entry stood out among thousands!🍀
To claim your share of the prize, simply 
"" FOLLOW ME TO PROCEED"" ✅ 
Signed
ELON MUSK ★ 🚀 https://t.co/mQn63ANx9U","You've been selected as one of the lucky winners on 𝕏 in our exclusive $1,000,000 giveaway! 🎉 Tesla Car X Model 🎉 Thank you for participating - your entry stood out among thousands!🍀 To claim your share of the prize, simply "" FOLLOW ME TO PROCEED"" ✅ Signed ELON MUSK ★ 🚀",0.20833333333333331,0.5952380952380952,Positive,0,0,0,0,0,902,False,en
1981750090952737031,2025-10-24 15:50:15+00:00,2025-10-24,15,Friday,Tesla,cgtnamerica,CGTN America,"The U.S. National Highway Traffic Safety Administration said on Friday it is seeking information from Tesla about a new driver assistance mode dubbed ""Mad Max"" that operates at higher speeds than other versions.","The U.S. National Highway Traffic Safety Administration said on Friday it is seeking information from Tesla about a new driver assistance mode dubbed ""Mad Max"" that operates at higher speeds than other versions.",-0.09090909090909091,0.5823863636363636,Neutral,0,0,0,0,0,284265,False,en
1981750084740989283,2025-10-24 15:50:13+00:00,2025-10-24,15,Friday,Tesla,teslafansfans,TESLA CEO GIVE AWAY FANS,"@RipantiMarco @elonmusknews30 CONGRATULATIONS!!!

This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.","CONGRATULATIONS!!! This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.",0.20727272727272728,0.5709090909090909,Positive,0,0,0,0,0,2,False,en
1981750059382321281,2025-10-24 15:50:07+00:00,2025-10-24,15,Friday,Tesla,teslafansfans,TESLA CEO GIVE AWAY FANS,"@Debraann1978 @elonmusknews30 CONGRATULATIONS!!!

This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.","CONGRATULATIONS!!! This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.",0.20727272727272728,0.5709090909090909,Positive,0,0,0,0,0,2,False,en
1981750059231596689,2025-10-24 15:50:07+00:00,2025-10-24,15,Friday,Tesla,TravisMasato,Travis.,"$Tesla and $BYND moving together today, unsurprising😂","$Tesla and $BYND moving together today, unsurprising😂",0.0,0.0,Neutral,0,0,0,0,0,294,False,en
1981750049198547299,2025-10-24 15:50:05+00:00,2025-10-24,15,Friday,Tesla,Futures_Expert,Futures Expert,"KuCoin Futures
/USDT Take-Profit target 1 ✅
Profit: 40.0943% 
Period: 2 Hours 16 Minutes ⏰

#ETH #WIF #BIO #HOOK #WLFI #Dogecoin #memecoins #Altcoin #PENGU #Slovenia #Estonia #Binance $MANYU $BTC $XRP #tesla    

Click link below ⬇️ 
https://t.co/PuG0q3bq43",KuCoin Futures /USDT Take-Profit target 1 ✅ Profit: 40.0943% Period: 2 Hours 16 Minutes ⏰ ETH WIF BIO HOOK WLFI Dogecoin memecoins Altcoin PENGU Slovenia Estonia Binance $MANYU $BTC $XRP tesla Click link below ⬇️,0.0,0.0,Neutral,0,0,0,0,0,1571,False,en
1981750045020979257,2025-10-24 15:50:04+00:00,2025-10-24,15,Friday,Tesla,81sanex,вaцchi_вяззd™,@Dagreatdey4you @tesla_na @elonmusk @Tesla Thanks,Thanks,0.2,0.2,Positive,0,0,0,0,0,2236,False,en
1981750036523257877,2025-10-24 15:50:02+00:00,2025-10-24,15,Friday,Tesla,teslafansfans,TESLA CEO GIVE AWAY FANS,"@Love_Tesla_2008 @elonmusknews30 CONGRATULATIONS!!!

This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.","CONGRATULATIONS!!! This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.",0.20727272727272728,0.5709090909090909,Positive,0,0,0,0,0,2,False,en
1981750031456555264,2025-10-24 15:50:01+00:00,2025-10-24,15,Friday,Tesla,TeslaDinerX,Tesla Diner,Mika joined Tesla diner crew https://t.co/yzBBmxdnDg,Mika joined Tesla diner crew,0.0,0.0,Neutral,0,0,4,0,4,709,False,en
1981750030420647950,2025-10-24 15:50:01+00:00,2025-10-24,15,Friday,Tesla,MrGeraldWayne,Gerald Wayne,@elonmusk I don't know what to say but here's a cool pic of tesla. https://t.co/ZlyHZbAFbS,I don't know what to say but here's a cool pic of tesla.,0.35,0.65,Positive,0,0,1,0,1,3007,False,en
1981750023265071574,2025-10-24 15:49:59+00:00,2025-10-24,15,Friday,Tesla,a_nancysilver,NancySilver 🦩 ✪ ⚔️🔼,"Tying the Age of Abundance/Macroharder to Kardashev: 
Abundance as Type II Imperative

Type I is planetary mastery (we're at 0.73, Tesla's solar/batteries pushing us). Type II is stellar— that Dyson ring, capturing 10^17 times Earth's current energy. Abundance isn't optional;","Tying the Age of Abundance/Macroharder to Kardashev: Abundance as Type II Imperative Type I is planetary mastery (we're at 0.73, Tesla's solar/batteries pushing us). Type II is stellar— that Dyson ring, capturing 10^17 times Earth's current energy. Abundance isn't optional;",0.0,0.4,Neutral,0,0,0,0,0,6225,False,en
1981750021881041308,2025-10-24 15:49:59+00:00,2025-10-24,15,Friday,Tesla,X_Inviteonly,INVITE ONLY,"Thanks for joining the most profitable invitation on 𝕏!

Work from home with Tesla. Get paid within 48 hours.

Kindly follow and send a message ""To"" secure your spot now

Signed,
ELON MUSK ★ https://t.co/hlTA3BhGvL","Thanks for joining the most profitable invitation on 𝕏! Work from home with Tesla. Get paid within 48 hours. Kindly follow and send a message ""To"" secure your spot now Signed, ELON MUSK ★",0.45624999999999993,0.55,Positive,0,0,0,0,0,872,False,en
1981750007591313615,2025-10-24 15:49:55+00:00,2025-10-24,15,Friday,Tesla,pbeisel,phil beisel,"@JayDixi83052484 So you have a problem with Tesla building a future business that leverages their current business and continues the cash flows?  Let Elon navigate this, and stop being a backseat driver is my advice. Or exit the car.","So you have a problem with Tesla building a future business that leverages their current business and continues the cash flows? Let Elon navigate this, and stop being a backseat driver is my advice. Or exit the car.",0.0,0.2625,Neutral,0,0,0,0,0,20142,False,en
1981750007221899506,2025-10-24 15:49:55+00:00,2025-10-24,15,Friday,Tesla,teslafansfans,TESLA CEO GIVE AWAY FANS,"@WFriend74869 @elonmusknews30 CONGRATULATIONS!!!

This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.","CONGRATULATIONS!!! This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.",0.20727272727272728,0.5709090909090909,Positive,0,0,0,0,0,2,False,en
1981749993557148099,2025-10-24 15:49:52+00:00,2025-10-24,15,Friday,Tesla,X_Inviteonly,INVITE ONLY,"Thanks for joining the most profitable invitation on 𝕏!

Work from home with Tesla. Get paid within 48 hours.

Kindly follow and send a message ""To"" secure your spot now

Signed,
ELON MUSK ★ https://t.co/vVfXNWFxiG","Thanks for joining the most profitable invitation on 𝕏! Work from home with Tesla. Get paid within 48 hours. Kindly follow and send a message ""To"" secure your spot now Signed, ELON MUSK ★",0.45624999999999993,0.55,Positive,0,0,0,0,0,872,False,en
1981749976007905311,2025-10-24 15:49:48+00:00,2025-10-24,15,Friday,Tesla,teslafansfans,TESLA CEO GIVE AWAY FANS,"@bud_matteson @elonmusknews30 CONGRATULATIONS!!!

This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.","CONGRATULATIONS!!! This is ELON MUSK TESLA CEO , I am happy to inform you that your name as been randomly selected with a sum of $1,000,000.00 and a brand new BMW. Kindly get back with ACCEPT.",0.20727272727272728,0.5709090909090909,Positive,0,0,0,0,0,2,False,en
1981749976003924027,2025-10-24 15:49:48+00:00,2025-10-24,15,Friday,Tesla,X_Inviteonly,INVITE ONLY,"Thanks for joining the most profitable invitation on 𝕏!

Work from home with Tesla. Get paid within 48 hours.

Kindly follow and send a message ""To"" secure your spot now

Signed,
ELON MUSK ★ https://t.co/13cY8tcIyY","Thanks for joining the most profitable invitation on 𝕏! Work from home with Tesla. Get paid within 48 hours. Kindly follow and send a message ""To"" secure your spot now Signed, ELON MUSK ★",0.45624999999999993,0.55,Positive,0,0,0,0,0,872,False,en
1981749961973813588,2025-10-24 15:49:44+00:00,2025-10-24,15,Friday,Tesla,Nurokumi,Nurokumi (Oblivio S. Reaper),"@elonmusk @Tectone @Alinity @REALMizkif @emiru @Asmongold @JennaLynnMeowri @djclancy999 @RealAlexJones @joerogan @SpaceX @Tesla @X @ConquerorsBlade @NASA @RockstarGames @xai @neuralink @realDonaldTrump @JDVance @RobertKennedyJr @shigeruishiba @KremlinRussia @Keir_Starmer @CyrilRamaphosa @Disney @JeffBezos @Twitch @TuckerCarlson @NATO @FBI @FBIDirectorKash @CIA @PFPAOfficial How to hide a box of porn from your wife, pretending it's a ps5 so she never question your alone time. https://t.co/sNHyBOzZTm","How to hide a box of porn from your wife, pretending it's a ps5 so she never question your alone time.",0.0,0.0,Neutral,0,0,0,0,0,340,False,en
1981749956261105787,2025-10-24 15:49:43+00:00,2025-10-24,15,Friday,Tesla,X_Inviteonly,INVITE ONLY,"Thanks for joining the most profitable invitation on 𝕏!

Work from home with Tesla. Get paid within 48 hours.

Kindly follow and send a message ""To"" secure your spot now

Signed,
ELON MUSK ★ https://t.co/yzhE1dyT6P","Thanks for joining the most profitable invitation on 𝕏! Work from home with Tesla. Get paid within 48 hours. Kindly follow and send a message ""To"" secure your spot now Signed, ELON MUSK ★",0.45624999999999993,0.55,Positive,0,0,0,0,0,872,False,en
1981749952713003468,2025-10-24 15:49:42+00:00,2025-10-24,15,Friday,Tesla,ApolloPappas,Apollo,"@elonmusk I don’t personally own a Tesla yet and am frustrated. I dm’d filthy FSD account, I put the trim update in my recycle bin, I restarted my laptop 4 times and it has hardware 12 in it. I still have not received FSD 69.69. What gives. https://t.co/AX0nfbqTBz","I don’t personally own a Tesla yet and am frustrated. I dm’d filthy FSD account, I put the trim update in my recycle bin, I restarted my laptop 4 times and it has hardware 12 in it. I still have not received FSD 69.69. What gives.",-0.3,0.7333333333333334,Negative,0,0,0,0,0,6545,False,en
1981749921653883145,2025-10-24 15:49:35+00:00,2025-10-24,15,Friday,Tesla,thewhitesnake,The White Snake,@alex451g What Tesla model do you drive bro?,What Tesla model do you drive bro?,0.0,0.0,Neutral,0,0,0,0,0,2925,False,en
1981749915806990686,2025-10-24 15:49:33+00:00,2025-10-24,15,Friday,Tesla,KReichley,Kendall,Liked on YouTube: Tesla Is Scaling EVERYTHING https://t.co/FMG0KMeK6w,Liked on YouTube: Tesla Is Scaling EVERYTHING,0.6,0.8,Positive,0,0,0,0,0,9310,False,en
1981749915752767836,2025-10-24 15:49:33+00:00,2025-10-24,15,Friday,Tesla,RickyLucero_,Ricky Lucero,@rajuvamsi007 @SawyerMerritt Nobody gives a shit about self driving. Tesla admitted that only 12% of Tesla owners use FSD.,Nobody gives a shit about self driving. Tesla admitted that only 12% of Tesla owners use FSD.,-0.1,0.9,Neutral,0,0,0,0,0,1268,False,en
1981749908567646523,2025-10-24 15:49:31+00:00,2025-10-24,15,Friday,Tesla,X_Inviteonly,INVITE ONLY,"Thanks for joining the most profitable invitation on 𝕏!

Work from home with Tesla. Get paid within 48 hours.

Kindly follow and send a message ""To"" secure your spot now

Signed,
ELON MUSK ★ https://t.co/2CpqtIHlfL","Thanks for joining the most profitable invitation on 𝕏! Work from home with Tesla. Get paid within 48 hours. Kindly follow and send a message ""To"" secure your spot now Signed, ELON MUSK ★",0.45624999999999993,0.55,Positive,0,0,0,0,0,872,False,en
1981749904176267548,2025-10-24 15:49:30+00:00,2025-10-24,15,Friday,Tesla,Tronlord_1,Tronlord,"@Airdrop_Ghost07 @TeamLurky Congrats fam

Next follow will come from Tesla father",Congrats fam Next follow will come from Tesla father,0.0,0.0,Neutral,0,0,0,0,0,1033,False,en
1981749890301702296,2025-10-24 15:49:27+00:00,2025-10-24,15,Friday,Tesla,X_Inviteonly,INVITE ONLY,"Thanks for joining the most profitable invitation on 𝕏!

Work from home with Tesla. Get paid within 48 hours.

Kindly follow and send a message ""To"" secure your spot now

Signed,
ELON MUSK ★ https://t.co/yf302q1BzO","Thanks for joining the most profitable invitation on 𝕏! Work from home with Tesla. Get paid within 48 hours. Kindly follow and send a message ""To"" secure your spot now Signed, ELON MUSK ★",0.45624999999999993,0.55,Positive,0,0,0,0,0,872,False,en
1981749860190601274,2025-10-24 15:49:20+00:00,2025-10-24,15,Friday,Tesla,X_Inviteonly,INVITE ONLY,"Thanks for joining the most profitable invitation on 𝕏!

Work from home with Tesla. Get paid within 48 hours.

Kindly follow and send a message ""To"" secure your spot now

Signed,
ELON MUSK ★ https://t.co/ywmmTK4slU","Thanks for joining the most profitable invitation on 𝕏! Work from home with Tesla. Get paid within 48 hours. Kindly follow and send a message ""To"" secure your spot now Signed, ELON MUSK ★",0.45624999999999993,0.55,Positive,0,0,0,0,0,872,False,en
1981749853236363735,2025-10-24 15:49:18+00:00,2025-10-24,15,Friday,Tesla,bulliedoodle,Rickie Foreman,@KennethFCrowe1 @MrPitbull07 @realtalkstruth @SecDuffy @SecDuffyNASA @SecWar @JDVance @Tesla @X @POTUS @EricTrump @EricBurlison NATIONWIDE HIGHSPEED RAIL USING EXISTING TECH UPGRADED INFRASTRUCTURE HAULING FREIGHT WITH 150 TONS PER FREIGHTCAR 250 MPH @elonmusk JUMP ON BOARD IMMEDIATE NEED FOR FUNDING 2 MILE PILOT BRANSON MISSOURI AREA $6M TO PROOF CONCEPT https://t.co/nOvgWF4fg3,NATIONWIDE HIGHSPEED RAIL USING EXISTING TECH UPGRADED INFRASTRUCTURE HAULING FREIGHT WITH 150 TONS PER FREIGHTCAR 250 MPH JUMP ON BOARD IMMEDIATE NEED FOR FUNDING 2 MILE PILOT BRANSON MISSOURI AREA $6M TO PROOF CONCEPT,0.0,0.0,Neutral,0,0,0,0,0,2910,False,en
1981749846877831253,2025-10-24 15:49:17+00:00,2025-10-24,15,Friday,Tesla,Elon67449,Tesla Foundation 🌌🚀,"You've been selected as one of the lucky winners on 𝕏 in our exclusive $1,000,000 giveaway! 🎉
Tesla Car X Model 🎉
Thank you for participating - your entry stood out among thousands!🍀
To claim your share of the prize, simply 
"" FOLLOW ME TO PROCEED"" ✅ 
Signed
ELON MUSK ★ 🚀 https://t.co/aMG4IWOEfr","You've been selected as one of the lucky winners on 𝕏 in our exclusive $1,000,000 giveaway! 🎉 Tesla Car X Model 🎉 Thank you for participating - your entry stood out among thousands!🍀 To claim your share of the prize, simply "" FOLLOW ME TO PROCEED"" ✅ Signed ELON MUSK ★ 🚀",0.20833333333333331,0.5952380952380952,Positive,0,0,0,0,0,902,False,en
1981749841551077793,2025-10-24 15:49:16+00:00,2025-10-24,15,Friday,Tesla,X_Inviteonly,INVITE ONLY,"Thanks for joining the most profitable invitation on 𝕏!

Work from home with Tesla. Get paid within 48 hours.

Kindly follow and send a message ""To"" secure your spot now

Signed,
ELON MUSK ★ https://t.co/c6s0aOHDGG","Thanks for joining the most profitable invitation on 𝕏! Work from home with Tesla. Get paid within 48 hours. Kindly follow and send a message ""To"" secure your spot now Signed, ELON MUSK ★",0.45624999999999993,0.55,Positive,0,0,0,0,0,872,False,en
1981749826334114212,2025-10-24 15:49:12+00:00,2025-10-24,15,Friday,Tesla,strengthPlan,strengthPlan,@CARN0N I do watch respect living in a Tesla and traveling the U.S. would be amazing to do for a short time lol,I do watch respect living in a Tesla and traveling the U.S. would be amazing to do for a short time lol,0.46666666666666673,0.6333333333333333,Positive,0,0,0,0,0,16962,False,en
1981749823100588441,2025-10-24 15:49:11+00:00,2025-10-24,15,Friday,Tesla,X_Inviteonly,INVITE ONLY,"Thanks for joining the most profitable invitation on 𝕏!

Work from home with Tesla. Get paid within 48 hours.

Kindly follow and send a message ""To"" secure your spot now

Signed,
ELON MUSK ★ https://t.co/ZBaNNbBHVH","Thanks for joining the most profitable invitation on 𝕏! Work from home with Tesla. Get paid within 48 hours. Kindly follow and send a message ""To"" secure your spot now Signed, ELON MUSK ★",0.45624999999999993,0.55,Positive,0,0,0,0,0,872,False,en
